"source","target","year","title","type"
"The Trio (9)", "Hank Jones","1956", "The Trio With Guests","master"
"The Trio (9)", "Wendell Marshall And Kenny Clarke","1956", "The Trio With Guests","master"
"Hank Jones", "Wendell Marshall And Kenny Clarke","1956", "The Trio With Guests","master"
"The Trio (9)", "Rudy Van Gelder","1956", "The Trio With Guests","master"
"Hank Jones", "Rudy Van Gelder","1956", "The Trio With Guests","master"
"Wendell Marshall And Kenny Clarke", "Rudy Van Gelder","1956", "The Trio With Guests","master"
"Chopin*", "Guiomar Novaes","1956", "Nocturnes (Complete) ","master"
"Chopin*", "Rudy Van Gelder","1956", "Nocturnes (Complete) ","master"
"Guiomar Novaes", "Rudy Van Gelder","1956", "Nocturnes (Complete) ","master"
"Thelonious Monk", "Sonny Rollins","1956", "Thelonious Monk / Sonny Rollins","master"
"Thelonious Monk", "Rudy Van Gelder","1956", "Thelonious Monk / Sonny Rollins","master"
"Sonny Rollins", "Rudy Van Gelder","1956", "Thelonious Monk / Sonny Rollins","master"
"Bob Brookmeyer", "Teddy Charles And Jimmy Raney","1956", "The Dual Role Of Bob Brookmeyer","master"
"Bob Brookmeyer", "Rudy Van Gelder","1956", "The Dual Role Of Bob Brookmeyer","master"
"Teddy Charles And Jimmy Raney", "Rudy Van Gelder","1956", "The Dual Role Of Bob Brookmeyer","master"
"Stan Getz", "Al Cohn","1956", "The Brothers","master"
"Stan Getz", "Zoot Sims","1956", "The Brothers","master"
"Stan Getz", "Allen Eager","1956", "The Brothers","master"
"Stan Getz", "Brew Moore","1956", "The Brothers","master"
"Al Cohn", "Zoot Sims","1956", "The Brothers","master"
"Al Cohn", "Allen Eager","1956", "The Brothers","master"
"Al Cohn", "Brew Moore","1956", "The Brothers","master"
"Zoot Sims", "Allen Eager","1956", "The Brothers","master"
"Zoot Sims", "Brew Moore","1956", "The Brothers","master"
"Allen Eager", "Brew Moore","1956", "The Brothers","master"
"Stan Getz", "Rudy Van Gelder","1956", "The Brothers","master"
"Al Cohn", "Rudy Van Gelder","1956", "The Brothers","master"
"Zoot Sims", "Rudy Van Gelder","1956", "The Brothers","master"
"Allen Eager", "Rudy Van Gelder","1956", "The Brothers","master"
"Brew Moore", "Rudy Van Gelder","1956", "The Brothers","master"
"Sonny Stitt", "Bud Powell","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"Sonny Stitt", "J.J. Johnson","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"Bud Powell", "J.J. Johnson","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"Sonny Stitt", "Rudy Van Gelder","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"Bud Powell", "Rudy Van Gelder","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"J.J. Johnson", "Rudy Van Gelder","1956", "Sonny Stitt / Bud Powell / J.J. Johnson","master"
"Bennie Green", "Art Farmer","1957", "Bennie Green (With Art Farmer) Vol. 2","release"
"Bennie Green", "Rudy Van Gelder","1957", "Bennie Green (With Art Farmer) Vol. 2","release"
"Art Farmer", "Rudy Van Gelder","1957", "Bennie Green (With Art Farmer) Vol. 2","release"
"George Wallington Quintet", "Phil Woods","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"George Wallington Quintet", "Donald Byrd","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"Phil Woods", "Donald Byrd","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"George Wallington Quintet", "Rudy Van Gelder","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"Phil Woods", "Rudy Van Gelder","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"Donald Byrd", "Rudy Van Gelder","1957", "Jazz For The Carriage Trade, Vol. 1","release"
"Modern Jazz Quartet*", "Milt Jackson Quartet*","1957", "Concorde","release"
"Modern Jazz Quartet*", "Rudy Van Gelder","1957", "Concorde","release"
"Milt Jackson Quartet*", "Rudy Van Gelder","1957", "Concorde","release"
"Jay Jay Johnson*", "Kai Winding","1957", "Trombone By Three","release"
"Jay Jay Johnson*", "Bennie Green","1957", "Trombone By Three","release"
"Kai Winding", "Bennie Green","1957", "Trombone By Three","release"
"Jay Jay Johnson*", "Rudy Van Gelder","1957", "Trombone By Three","release"
"Kai Winding", "Rudy Van Gelder","1957", "Trombone By Three","release"
"Bennie Green", "Rudy Van Gelder","1957", "Trombone By Three","release"
"Bennie Green", "Art Farmer","1957", "Bennie Green (With Art Farmer) Vol. 1","release"
"Bennie Green", "Rudy Van Gelder","1957", "Bennie Green (With Art Farmer) Vol. 1","release"
"Art Farmer", "Rudy Van Gelder","1957", "Bennie Green (With Art Farmer) Vol. 1","release"
"Olivier Messiaen", "Yvonne Loriod","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. I-XII","release"
"Olivier Messiaen", "Rudy Van Gelder","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. I-XII","release"
"Yvonne Loriod", "Rudy Van Gelder","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. I-XII","release"
"Olivier Messiaen", "Yvonne Loriod","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. XIII-XX","release"
"Olivier Messiaen", "Rudy Van Gelder","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. XIII-XX","release"
"Yvonne Loriod", "Rudy Van Gelder","1957", "Vingt Regards Sur L'Enfant-Jésus Nos. XIII-XX","release"
"The Jackie McLean Quintet*", "Donald Byrd And Elmo Hope","1957", "Lights Out Vol. 1","release"
"The Jackie McLean Quintet*", "Rudy Van Gelder","1957", "Lights Out Vol. 1","release"
"Donald Byrd And Elmo Hope", "Rudy Van Gelder","1957", "Lights Out Vol. 1","release"
"The Jackie McLean Quintet*", "Donald Byrd And Elmo Hope","1957", "Lights Out Vol. 2","release"
"The Jackie McLean Quintet*", "Rudy Van Gelder","1957", "Lights Out Vol. 2","release"
"Donald Byrd And Elmo Hope", "Rudy Van Gelder","1957", "Lights Out Vol. 2","release"
"Mechislav Karlovich*", "Alexei Machavariani*","1957", "Concertos For Violin And Orchestra","release"
"Mechislav Karlovich*", "Rudy Van Gelder","1957", "Concertos For Violin And Orchestra","release"
"Alexei Machavariani*", "Rudy Van Gelder","1957", "Concertos For Violin And Orchestra","release"
"Tadd Dameron", "John Coltrane","1957", "Mating Call","release"
"Tadd Dameron", "Rudy Van Gelder","1957", "Mating Call","release"
"John Coltrane", "Rudy Van Gelder","1957", "Mating Call","release"
"Illinois Jacquet", "Flip Phillips","1957", "Battle Of The Saxes","release"
"Illinois Jacquet", "Rudy Van Gelder","1957", "Battle Of The Saxes","release"
"Flip Phillips", "Rudy Van Gelder","1957", "Battle Of The Saxes","release"
"Lazar Sarian*", "Alexander Spendiarov*","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Lazar Sarian*", "Armenian Philharmonic Symphony*","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Alexander Spendiarov*", "Armenian Philharmonic Symphony*","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Lazar Sarian*", "Rudy Van Gelder","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Alexander Spendiarov*", "Rudy Van Gelder","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Armenian Philharmonic Symphony*", "Rudy Van Gelder","1957", "Spendiarov: Almast / Sarian: Scenes From Melotch","release"
"Chausson*", "Foerster*","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Chausson*", "Igor Bezrodny","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Foerster*", "Igor Bezrodny","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Chausson*", "Rudy Van Gelder","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Foerster*", "Rudy Van Gelder","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Igor Bezrodny", "Rudy Van Gelder","1957", "Poeme For Violin And Orchestra / Violin Concerto In C Major, Op. 88","release"
"Haydn*", "Leclair*","1957", "Flute ConcertI","release"
"Haydn*", "Pergolesi*","1957", "Flute ConcertI","release"
"Haydn*", "Camillo Wanausek","1957", "Flute ConcertI","release"
"Haydn*", "Pro Music Chamber Orchestra","1957", "Flute ConcertI","release"
"Haydn*", "Vienna*","1957", "Flute ConcertI","release"
"Haydn*", "Paul Angerer","1957", "Flute ConcertI","release"
"Leclair*", "Pergolesi*","1957", "Flute ConcertI","release"
"Leclair*", "Camillo Wanausek","1957", "Flute ConcertI","release"
"Leclair*", "Pro Music Chamber Orchestra","1957", "Flute ConcertI","release"
"Leclair*", "Vienna*","1957", "Flute ConcertI","release"
"Leclair*", "Paul Angerer","1957", "Flute ConcertI","release"
"Pergolesi*", "Camillo Wanausek","1957", "Flute ConcertI","release"
"Pergolesi*", "Pro Music Chamber Orchestra","1957", "Flute ConcertI","release"
"Pergolesi*", "Vienna*","1957", "Flute ConcertI","release"
"Pergolesi*", "Paul Angerer","1957", "Flute ConcertI","release"
"Camillo Wanausek", "Pro Music Chamber Orchestra","1957", "Flute ConcertI","release"
"Camillo Wanausek", "Vienna*","1957", "Flute ConcertI","release"
"Camillo Wanausek", "Paul Angerer","1957", "Flute ConcertI","release"
"Pro Music Chamber Orchestra", "Vienna*","1957", "Flute ConcertI","release"
"Pro Music Chamber Orchestra", "Paul Angerer","1957", "Flute ConcertI","release"
"Vienna*", "Paul Angerer","1957", "Flute ConcertI","release"
"Haydn*", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Leclair*", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Pergolesi*", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Camillo Wanausek", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Pro Music Chamber Orchestra", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Vienna*", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Paul Angerer", "Rudy Van Gelder","1957", "Flute ConcertI","release"
"Bach*", "Alexander Borovsky","1957", "2 Part & 3 Part Inventions","master"
"Bach*", "Rudy Van Gelder","1957", "2 Part & 3 Part Inventions","master"
"Alexander Borovsky", "Rudy Van Gelder","1957", "2 Part & 3 Part Inventions","master"
"Lester Young", "Teddy Wilson","1957", "Pres And Teddy","master"
"Lester Young", "Rudy Van Gelder","1957", "Pres And Teddy","master"
"Teddy Wilson", "Rudy Van Gelder","1957", "Pres And Teddy","master"
"Idrees Sulieman", "Webster Young","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "John Coltrane","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Bobby Jaspar","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Mal Waldron","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Kenny Burrell","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "John Coltrane","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Bobby Jaspar","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Mal Waldron","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Kenny Burrell","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Bobby Jaspar","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Mal Waldron","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Kenny Burrell","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Bobby Jaspar", "Mal Waldron","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Bobby Jaspar", "Kenny Burrell","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Bobby Jaspar", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Bobby Jaspar", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Mal Waldron", "Kenny Burrell","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Mal Waldron", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Mal Waldron", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Kenny Burrell", "Paul Chambers (3)","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Kenny Burrell", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Paul Chambers (3)", "Art Taylor","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Idrees Sulieman", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Webster Young", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"John Coltrane", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Bobby Jaspar", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Mal Waldron", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Kenny Burrell", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Paul Chambers (3)", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Art Taylor", "Rudy Van Gelder","1957", "Interplay For 2 Trumpets And 2 Tenors","master"
"Schubert*", "Bamberg Symphony*","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Schubert*", "Marcel Couraud","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Bamberg Symphony*", "Marcel Couraud","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Schubert*", "Rudy Van Gelder","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Bamberg Symphony*", "Rudy Van Gelder","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Marcel Couraud", "Rudy Van Gelder","1957", "Symphony No.2 In B-Flat Major / Symphony No.6 In C Major","master"
"Georges Bizet", "Marcel Couraud Conducting Bamberger Symphoniker","1957", "Arlesienne Suites #1 & #2 / Carmen Suite","master"
"Georges Bizet", "Rudy Van Gelder","1957", "Arlesienne Suites #1 & #2 / Carmen Suite","master"
"Marcel Couraud Conducting Bamberger Symphoniker", "Rudy Van Gelder","1957", "Arlesienne Suites #1 & #2 / Carmen Suite","master"
"Teddy Charles", "Shorty Rogers","1957", "Evolution","master"
"Teddy Charles", "Jimmy Giuffre","1957", "Evolution","master"
"Teddy Charles", "Charlie Mingus*","1957", "Evolution","master"
"Teddy Charles", "Shelly Manne","1957", "Evolution","master"
"Shorty Rogers", "Jimmy Giuffre","1957", "Evolution","master"
"Shorty Rogers", "Charlie Mingus*","1957", "Evolution","master"
"Shorty Rogers", "Shelly Manne","1957", "Evolution","master"
"Jimmy Giuffre", "Charlie Mingus*","1957", "Evolution","master"
"Jimmy Giuffre", "Shelly Manne","1957", "Evolution","master"
"Charlie Mingus*", "Shelly Manne","1957", "Evolution","master"
"Teddy Charles", "Rudy Van Gelder","1957", "Evolution","master"
"Shorty Rogers", "Rudy Van Gelder","1957", "Evolution","master"
"Jimmy Giuffre", "Rudy Van Gelder","1957", "Evolution","master"
"Charlie Mingus*", "Rudy Van Gelder","1957", "Evolution","master"
"Shelly Manne", "Rudy Van Gelder","1957", "Evolution","master"
"Art Farmer", "Donald Byrd","1957", "Three Trumpets","master"
"Art Farmer", "Idrees Sulieman","1957", "Three Trumpets","master"
"Donald Byrd", "Idrees Sulieman","1957", "Three Trumpets","master"
"Art Farmer", "Rudy Van Gelder","1957", "Three Trumpets","master"
"Donald Byrd", "Rudy Van Gelder","1957", "Three Trumpets","master"
"Idrees Sulieman", "Rudy Van Gelder","1957", "Three Trumpets","master"
"Brahms*", "Strauss*","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Brahms*", "Friedrich Wuehrer*","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Brahms*", "Joseph Schuster","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Strauss*", "Friedrich Wuehrer*","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Strauss*", "Joseph Schuster","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Friedrich Wuehrer*", "Joseph Schuster","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Brahms*", "Rudy Van Gelder","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Strauss*", "Rudy Van Gelder","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Friedrich Wuehrer*", "Rudy Van Gelder","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Joseph Schuster", "Rudy Van Gelder","1957", "Sonata In F Major, For Cello And Piano, Op. 6 / Sonata In E Minor, For Cello And Piano, Op. 38","master"
"Dvorak*", "Goldmark*","1957", "Dvorak & Goldmark Violin Concertos","master"
"Dvorak*", "Bronislaw Gimpel","1957", "Dvorak & Goldmark Violin Concertos","master"
"Dvorak*", "Southwest German Radio Orchestra (Baden-Baden)*","1957", "Dvorak & Goldmark Violin Concertos","master"
"Dvorak*", "Rolf Reinhardt","1957", "Dvorak & Goldmark Violin Concertos","master"
"Goldmark*", "Bronislaw Gimpel","1957", "Dvorak & Goldmark Violin Concertos","master"
"Goldmark*", "Southwest German Radio Orchestra (Baden-Baden)*","1957", "Dvorak & Goldmark Violin Concertos","master"
"Goldmark*", "Rolf Reinhardt","1957", "Dvorak & Goldmark Violin Concertos","master"
"Bronislaw Gimpel", "Southwest German Radio Orchestra (Baden-Baden)*","1957", "Dvorak & Goldmark Violin Concertos","master"
"Bronislaw Gimpel", "Rolf Reinhardt","1957", "Dvorak & Goldmark Violin Concertos","master"
"Southwest German Radio Orchestra (Baden-Baden)*", "Rolf Reinhardt","1957", "Dvorak & Goldmark Violin Concertos","master"
"Dvorak*", "Rudy Van Gelder","1957", "Dvorak & Goldmark Violin Concertos","master"
